0,0.00040553478,-3.1809614e-06,0.00081425055,4.6015534536536506e-05,42.9,42.9,42.9
1,0.0025491433,-0.002259467,0.007357754,0.000576117350306049,45.1,45.1,45.1
2,0.001115581,0.00019524642,0.0020359156,0.00031318346236730576,56.4,56.4,56.4
3,0.050403018,-0.0246876,0.12549363,0.00034207865104463053,144.0,144.0,144.0
4,0.003944616,0.0015352527,0.006353979,0.000569539901562166,244.1,244.1,244.1
5,0.004555045,0.0012972394,0.007812851,0.14605508962884706,239.0,239.0,239.0
6,0.16875741,0.10965038,0.22786444,0.23412052711029452,300.0,300.0,300.0
7,0.2449033,0.16460373,0.32520288,0.00028098063950210417,253.7,253.7,253.7
8,0.1317335,0.022733115,0.24073389,0.000292624976850675,157.7,157.7,157.7
9,0.20295897,0.060798064,0.3451199,0.0003280544781887329,137.4,137.4,137.4
